"GSM1523975_INT201201-4-1_Tr_192_HG-U133_Plus_2_.CEL",4
"GSM1523976_INT201201-4-1_Tr_193_HG-U133_Plus_2_.CEL",2
"GSM1523977_INT201201-4-1_Tr_197_HG-U133_Plus_2_.CEL",5
"GSM1523978_INT201201-4-1_Tr_19_HG-U133_Plus_2_.CEL",4
"GSM1523979_INT201201-4-1_Tr_1_HG-U133_Plus_2_.CEL",4
"GSM1523980_INT201201-4-1_Tr_201_HG-U133_Plus_2_.CEL",2
"GSM1523981_INT201201-4-1_Tr_202_HG-U133_Plus_2_.CEL",5
"GSM1523982_INT201201-4-1_Tr_204_HG-U133_Plus_2_.CEL",1
"GSM1523983_INT201201-4-1_Tr_205_HG-U133_Plus_2_.CEL",3
"GSM1523984_INT201201-4-1_Tr_206_HG-U133_Plus_2_.CEL",4
"GSM1523985_INT201201-4-1_Tr_209_HG-U133_Plus_2_.CEL",1
"GSM1523986_INT201201-4-1_Tr_20_HG-U133_Plus_2_.CEL",2
"GSM1523987_INT201201-4-1_Tr_212_HG-U133_Plus_2_.CEL",4
"GSM1523988_INT201201-4-1_Tr_213_HG-U133_Plus_2_.CEL",5
"GSM1523989_INT201201-4-1_Tr_21_HG-U133_Plus_2_.CEL",4
"GSM1523990_INT201201-4-1_Tr_225_HG-U133_Plus_2_.CEL",1
"GSM1523991_INT201201-4-1_Tr_226_HG-U133_Plus_2_.CEL",3
"GSM1523992_INT201201-4-1_Tr_227_HG-U133_Plus_2_.CEL",2
"GSM1523993_INT201201-4-1_Tr_228_HG-U133_Plus_2_.CEL",2
"GSM1523994_INT201201-4-1_Tr_22_HG-U133_Plus_2_.CEL",4
"GSM1523995_INT201201-4-1_Tr_236_HG-U133_Plus_2_.CEL",5
"GSM1523996_INT201201-4-1_Tr_237_HG-U133_Plus_2_.CEL",4
"GSM1523997_INT201201-4-1_Tr_238_HG-U133_Plus_2_.CEL",1
"GSM1523998_INT201201-4-1_Tr_23_HG-U133_Plus_2_.CEL",4
"GSM1523999_INT201201-4-1_Tr_240_HG-U133_Plus_2_.CEL",4
"GSM1524000_INT201201-4-1_Tr_241_HG-U133_Plus_2_.CEL",1
"GSM1524001_INT201201-4-1_Tr_246_HG-U133_Plus_2_.CEL",4
"GSM1524002_INT201201-4-1_Tr_24_HG-U133_Plus_2_.CEL",1
"GSM1524003_INT201201-4-1_Tr_25_HG-U133_Plus_2_.CEL",4
"GSM1524004_INT201201-4-1_Tr_26_HG-U133_Plus_2_.CEL",1
"GSM1524005_INT201201-4-1_Tr_282_HG-U133_Plus_2_.CEL",2
"GSM1524006_INT201201-4-1_Tr_287_HG-U133_Plus_2_.CEL",3
"GSM1524007_INT201201-4-1_Tr_288_HG-U133_Plus_2_.CEL",3
"GSM1524008_INT201201-4-1_Tr_28_HG-U133_Plus_2_.CEL",1
"GSM1524009_INT201201-4-1_Tr_299_HG-U133_Plus_2_.CEL",1
"GSM1524010_INT201201-4-1_Tr_29_HG-U133_Plus_2_.CEL",3
"GSM1524011_INT201201-4-1_Tr_301_HG-U133_Plus_2_.CEL",1
"GSM1524012_INT201201-4-1_Tr_30_HG-U133_Plus_2_.CEL",3
"GSM1524013_INT201201-4-1_Tr_311_HG-U133_Plus_2_.CEL",2
"GSM1524014_INT201201-4-1_Tr_318_HG-U133_Plus_2_.CEL",4
"GSM1524015_INT201201-4-1_Tr_319_HG-U133_Plus_2_.CEL",4
"GSM1524016_INT201201-4-1_Tr_31_HG-U133_Plus_2_.CEL",5
"GSM1524017_INT201201-4-1_Tr_32_HG-U133_Plus_2_.CEL",3
"GSM1524018_INT201201-4-1_Tr_33_HG-U133_Plus_2_.CEL",1
"GSM1524019_INT201201-4-1_Tr_34_HG-U133_Plus_2_.CEL",1
"GSM1524020_INT201201-4-1_Tr_35_HG-U133_Plus_2_.CEL",4
"GSM1524021_INT201201-4-1_Tr_36_HG-U133_Plus_2_.CEL",3
"GSM1524022_INT201201-4-1_Tr_38_HG-U133_Plus_2_.CEL",1
"GSM1524023_INT201201-4-1_Tr_39_HG-U133_Plus_2_.CEL",4
"GSM1524024_INT201201-4-1_Tr_3_HG-U133_Plus_2_.CEL",4
"GSM1524025_INT201201-4-1_Tr_41_HG-U133_Plus_2_.CEL",4
"GSM1524026_INT201201-4-1_Tr_42_HG-U133_Plus_2_.CEL",1
"GSM1524027_INT201201-4-1_Tr_45_HG-U133_Plus_2_.CEL",5
"GSM1524028_INT201201-4-1_Tr_47_HG-U133_Plus_2_.CEL",5
"GSM1524029_INT201201-4-1_Tr_49_HG-U133_Plus_2_.CEL",4
"GSM1524030_INT201201-4-1_Tr_4_HG-U133_Plus_2_.CEL",3
"GSM1524031_INT201201-4-1_Tr_50_HG-U133_Plus_2_.CEL",3
"GSM1524032_INT201201-4-1_Tr_51_HG-U133_Plus_2_.CEL",3
"GSM1524033_INT201201-4-1_Tr_52_HG-U133_Plus_2_.CEL",2
"GSM1524034_INT201201-4-1_Tr_53_HG-U133_Plus_2_.CEL",1
"GSM1524035_INT201201-4-1_Tr_54_HG-U133_Plus_2_.CEL",4
"GSM1524036_INT201201-4-1_Tr_55_HG-U133_Plus_2_.CEL",1
"GSM1524037_INT201201-4-1_Tr_56_HG-U133_Plus_2_.CEL",5
"GSM1524038_INT201201-4-1_Tr_57_HG-U133_Plus_2_.CEL",4
"GSM1524039_INT201201-4-1_Tr_58_HG-U133_Plus_2_.CEL",2
"GSM1524040_INT201201-4-1_Tr_60_HG-U133_Plus_2_.CEL",2
"GSM1524041_INT201201-4-1_Tr_61_HG-U133_Plus_2_.CEL",3
"GSM1524042_INT201201-4-1_Tr_62_HG-U133_Plus_2_.CEL",3
"GSM1524043_INT201201-4-1_Tr_63_HG-U133_Plus_2_.CEL",1
"GSM1524044_INT201201-4-1_Tr_64_HG-U133_Plus_2_.CEL",3
"GSM1524045_INT201201-4-1_Tr_68_HG-U133_Plus_2_.CEL",4
"GSM1524046_INT201201-4-1_Tr_75_HG-U133_Plus_2_.CEL",5
