Mixture	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM858113	0.0792596635205593	0.0231289942419617	0.139989553632289	0.172611684301799	0	0.0890615316663564	0.0159495616953508	0.0462366653712982	0.0105369816721918	0.0314850355199827	0	0.00799021546201064	0	0.0257743448615576	0.0984015205911505	0.0484933928396276	0.0320898458077219	0.00586898535107229	0.163815633586776	0	0.00930638987829478	0	0.001	0.410731260549439	0.911158087797796
GSM858114	0.308904061762533	0	0.00496573600610257	0.149973408222279	0	0.0389989636846251	0.016079689438934	0.047824565105043	0.00406329399454201	0.0294534844706542	0	0	0	0.067989070350917	0.0314340980749031	0.088982573138634	0	0.0203631523776148	0.190967903373217	0	0	0	0	0.474700550748469	0.880233825895572
GSM858115	0.0187974858297379	0.0126053820321388	0.0672722436121294	0.103232347871436	0	0.0805540458553711	0.0764748438708438	0	0.0152700285419578	0	0.0237432962352288	0	0	0.0387907653589527	0.106123326384216	0.115730241990728	0.0518492655221566	0.0281263593645101	0.236885352427036	0	0	0.0245450151035564	0.002	0.370636427865483	0.928466717418993
GSM858116	0.0487067047736902	0	0.122480256424662	0.0685250091644621	0	0.177681037191991	0	0.114963224018143	0.0833868358570896	0	0	0	0.0199774994512704	0.0292066840869038	0.0604554497945863	0.00246171234443544	0.0775109790938893	0.0387318658628738	0	0.141014933610646	0.0148978083253574	0	0.043	0.184370080954649	1.00813011028087
GSM858117	0.0312107035748839	0	0.0552072552038137	0.183029296946986	0	0.173529706894376	0.0103390047498158	0.0547121249268615	0.0345637288009056	0.0212578867034151	0	0	0	0	0.0726404217599388	0.0980707409982322	0.0269832165312971	0.0229372571484857	0.177055046876935	0.0384636088840541	0	0	0	0.529796827828239	0.852201086253094
GSM858118	0.0365017596836521	0.0152169243159959	0.00469662911482556	0.154429670136178	0	0.0890045827655176	0.0272706690109856	0	0.0210604812364562	0.0721562899842893	0.0237912712448964	0	0	0.12541941429787	0.0852040001678378	0.149112753666694	0.0258159510658714	0.0137762968236243	0.0843124829025137	0.0607308565195206	0	0.0114999670632718	0	0.511774786365894	0.860554430674459
GSM858119	0.0457913417031532	0	0.0519443162501517	0.0639964535848784	0	0.15548463892506	0.0154950775061241	0.0308391744439222	0	0.0107619950978275	0	0.0144361856290427	0	0	0.0478323193449987	0.211397307973217	0	0	0.352021189541625	0	0	0	0.052	0.171290256000859	1.02230196973781
GSM858120	0	0	0.115836854749875	0.155829689702455	0	0	0.0264580716477844	0.0266286424212912	0.069534998831346	0.0183373888264191	0	0.0325014841708194	0	0.202248207751782	0.113847037596943	0.141616798717774	0	0	0.0708084312525617	0	0	0.0263523943309482	0.051	0.172254393097028	1.02007600214523
GSM858121	0.0715154514135468	0	0	0.0978603664688981	0	0.000722965484202567	0.0531273037049635	0.017741030504369	0.0195664596503265	0	0.0608005716555755	0	0	0.12526663383376	0.195169227717964	0.194884848423743	0.0423922084919951	0.0149709386642078	0.0760920231974448	0	0	0.029889970789002	0.00900000000000001	0.295571581625721	0.975711584484153
GSM858122	0	0	0.159590782778475	0.175475402978478	0	0.253455741269914	0.0258752301124185	0.0300540029834166	0.0327608607416616	0	0	0.0077061570034542	0.00625545052475119	0.0330001426637761	0.0323988521796597	0.0265901025700781	0.0630637937096634	0.0236842913978273	0.0999909449899711	0.0211553943974998	0	0.00894284969895537	0.375	0.0569450432518911	1.05940702102708
GSM858123	0.0074430489282291	0.0456640245408437	0.106828714547821	0.139715811291244	0	0.111689773497251	0	0.0487251282348445	0.025921689437319	0.018882649624049	0	0.0355070839036186	0	0.0857235157226167	0.104014635610361	0.0694850155506583	0.0572518450337634	0	0.131593356276516	0	0	0.011553707800866	0.005	0.336347686743977	0.942888947452357
GSM858124	0.0327666140767289	0	0	0.0890677161781471	0	0.111770605817882	0.0117847492077788	0.0151215989276406	0.0614847266173142	0.0125457209518521	0	0	0	0.217458300874359	0.0662245134990384	0.221246616649344	0.0485612741251228	0	0	0.0646610771261286	0	0.047306485948663	0.016	0.246382398787947	0.997388216294926
GSM858125	0.089985246214618	0.0996152985638372	0.0672449703688271	0.244735853874662	0	0.116119119707197	0.0148169008430722	0.0643796281103598	0	0.0675732957840081	0.0175532111116895	0	0	0.0534237656271149	0.0511343686038207	0.0323979572922464	0	0.00449572188154678	0.006817852445216	0.0697068095717843	0	0	0	0.482229345962239	0.875172634469595
GSM858126	0.0326174063996037	0	0.144845228103225	0.133831004739384	0	0.141195522045695	0.0164959869010926	0.0244304876574678	0.0335444824697366	0.0205330461703673	0	0.0246772169670149	0	0.0825158531279008	0.0383723133298875	0.089265121958221	0.0738664945797634	0.0237853248656795	0.112699257475225	0	0	0.00732525320973643	0.012	0.262672281496114	0.970313146939801
GSM858127	0.146572831884678	0.0305357079854673	0.0688290887991811	0.212511120513751	0	0.129978719126075	0.0202306206437631	0.0774330453027792	0	0.0443778585026048	0	0	0	0.0618144379367725	0.0230683543013691	0.0754051445214805	0.000256804033757818	0.0405033140107	0.046787738889507	0.0216952135481137	0	0	0	0.524719535491256	0.85525303543199
GSM858128	0.0286326890015144	0	0.0253758083643718	0.162687613498666	0	0.122370525939419	0.00689900558904824	0	0	0	0	0.0416205739549541	0.0038484013532339	0	0.0914509832045683	0.138528215116165	0.0695963374056096	0.0121719138241803	0.201270806550039	0.0626037898816877	0	0.0329433363165428	0.001	0.446396407519728	0.893865117110956
GSM858129	0.0158381742509769	0	0	0.0513201994837124	0	0.100137654357912	0.0331636920523553	0.0486044919399154	0.0115108482602857	0	0.0390524985961617	0	0	0.24492456844218	0.0937898170922017	0.111409015334205	0	0.0205187796925075	0	0.142332375701739	0	0.0873978847958471	0	0.466875496532807	0.88478247022104
GSM858130	0.0407601991787747	0	0	0.191676177663072	0	0.0912207942944435	0.00508158484635006	0.02640957897963	0.0221201395412251	0.0729319734493863	0	0.00265085317966432	0	0	0.0490724807854663	0.246569860022368	0.0763185578857567	0.00711074263781391	0.16081593921064	0	0	0.00726111832541039	0.00700000000000001	0.316404516391607	0.954150936245035
GSM858131	0.0760793654632761	0	0.0644940318849725	0.285155295500418	0	0	0.05700373934785	0.0192108523213847	0	0.0981651222031288	0	0.0243331490284303	0	0	0.117418262581908	0.197203470642339	0.0119927831973229	0	0.0489439278289696	0	0	0	0	0.653557703642294	0.777534426278931
GSM858132	0.0159076984334465	0	0.18993206942431	0.202553045684811	0	0.131078787301264	0.0293766205469913	0.053058581644643	0	0.101574035368102	0	0.0099015934812352	0	0	0.0477952084905592	0.106263221867424	0.0215953633396628	0.0173798437722559	0.0645265955983897	0	0.00905733504690458	0	0	0.511537650213949	0.863312501584768
GSM858133	0.109788678108017	0	0	0.398981834266213	0	0	0.0138798190561987	0.0296485861367517	0.0556498679547476	0	0.0287257302728541	0.00774505677374098	0.0133854265312411	0.00367718808346585	0.0731387738151233	0.125225295154863	0.0112549621126069	0.00520773283332476	0.123691048900852	0	0	0	0.156	0.107957834811175	1.06033734264698
GSM858134	0.0155701515206822	0	0.0452126429638623	0.235965283021402	0	0	0.136464669345013	0.0127580821755295	0.00285919299845541	0.0476753834519344	0.0342178809882605	0	0	0.205350690174901	0.0792253539495971	0.0977421518047278	0.0142254430577551	0	0.0528402880305238	0	0	0.0198927865173555	0	0.660255930704435	0.778298252284498
GSM858135	0.0505762029976715	0	0.0277038287174392	0.0706393541143818	0	0.0335309535356006	0.113643039188176	0.0522167463969401	0.00534591887351268	0	0.062086940810513	0	0.00380843724003171	0.149867691613686	0.120193786584356	0.050758604314894	0	0.0130177964207734	0	0.21115786646391	0.00370233530282466	0.0317504974252882	0	0.461889692445407	0.887060792551248
GSM858136	0.0189600528197668	0	0	0.234208320075251	0	0.0736483567128159	0.0474113855910478	0.039422161307931	0	0.114519532352521	0	0	0	0.0396434229248356	0.0641146714475814	0.063441306549778	0.0388780357272142	0.00395435661159236	0.261798397879665	0	0	0	0	0.647985067225142	0.780237021313706
GSM858137	0.0263181924800921	0	0	0.0477405936364424	0	0.0616746342233705	0.0234609395969291	0.0284880214417654	0.00239535039269037	0	0.0153518393686061	0.00847065804289296	0	0.183054619519156	0.0616573028553245	0.134170329003879	0	0.206102423242985	0.169801905748582	0	0	0.0313131904472849	0.002	0.376511355171174	0.931109512663578
GSM1379261	0.0578679640869605	0	0	0.175459594620679	0	0	0.0607888369489027	0.0947343374409308	0	0.0100503358448958	0	0.0451201888096394	0	0.110742523805022	0.187727514109134	0.123895762989148	0.0408314829083561	0.0265934040250723	0.0158885251631875	0.0109835464390214	0	0.0393159828090507	0.004	0.344616382649687	0.951400342720988
GSM1379262	0.248629918057775	0.0117529593897671	0.0874012973839275	0.159202597110414	0.102989229753132	0.0486194730540954	0.0135144153675274	0.000677840903290103	0.0151183907475363	0	0.0216583213117833	0	0	0.129292359068967	0.0631681153474468	0.036769831182736	0.00546280236785158	0.0145391085191446	0.0330079147997987	0.00804514239245827	0	0.000150283242348607	0.001	0.437640206301544	0.89840876697836
GSM1379263	0.158904254846675	0	0.0874676917887485	0.119989933529562	0	0.0828778105533322	0.03437248644308	0.0471184762542595	0	0.000111751483839687	0.0248909683371786	0	0	0.0102277572435556	0.0431288191712288	0.0270719337658805	0.0172092792400938	0.0191926863450774	0.258827136797465	0.0686090142000228	0	0	0	0.58532326438031	0.823526184974636
GSM1379264	0.0490069914660129	0	0.0903453500229596	0.130799876743179	0	0	0.233898693061779	0.0464156671107043	0.0065514287804246	0.0548038289844294	0.0487707847248008	0	0	0.0156195988075374	0.130170216431872	0.0672114261963024	0.00457464540449524	0.0248959557973438	0.0399949659344729	0	0	0.0569405705336857	0.002	0.384344211282847	0.923739287431219
GSM1379265	0.0291845191774171	0.0930651707723049	0.0076356337513247	0.11830298509339	0	0.152103303449828	0.0157375566234872	0	0	0.107006960091489	0	0	0	0	0.0698881005788575	0.127424710496197	0.0587593581103337	0	0.218860816350584	0.00203088550478763	0	0	0	0.540452892174482	0.848520510338089
GSM1379266	0.0419872376529568	0	0	0.12894042251367	0	0.0538462115505306	0.0989100844780424	0.0489427428131276	0	0.114082462624433	0	0	0	0.068992322295861	0.186828896801315	0.177607505143405	0.0157323969594554	0.0144398417640147	0	0.00224178417523097	0.00549360241007295	0.0419544888178842	0.00800000000000001	0.310518291928375	0.970075073995749
GSM1379267	0.0260701638997487	0.00339274343032536	0.0574946562092756	0.0720872454220073	0	0.201267185504212	0	0	0	0	0	0.0301493633538301	0.0199505905647579	0.142308013151658	0.082429481149556	0.178774200362358	0.0231854438763082	0	0.162890913075962	0	0	0	0.01	0.284251413892215	0.967353518289403
GSM1379268	0.0424629019377639	0	0.0824299158922295	0.0734709486472825	0	0.145770606517568	0.0251154138661556	0.0435409201896032	0.0287422332331667	0.00731758892478976	0.00836868873420336	0	0	0.0727755841127555	0.0961622574285191	0.0689542903200659	0.132098229788777	0.0918747648316204	0.000178526953508304	0.0272890523728075	0.00213711529512916	0.0513109609540541	0.025	0.211968065772549	0.997081422736608
GSM1379269	0.0586285043183265	0	0	0.147308201614301	0	0.199360807305677	0.0163698028834698	0	0	0.0261715629514832	0.0262626831140557	0	0.0397032520319639	0	0.043866287168163	0.166247296518598	0.0512805131626707	0.0193454849978216	0.178847767139395	0.0212099920308099	0	0.00539784476326485	0.002	0.383722348332867	0.923222202275448
GSM1379270	0.0967573994898318	0	0.108473028746621	0.125482985472915	0	0	0.083178208302963	0.0448139415891408	0	0.0103557582169087	0	0.0652673724411504	0.0217230511030512	0.073678539793298	0.0972868931291419	0.0402616622958996	0.0334335889104809	0	0.199287570508598	0	0	0	0.005	0.333112065813671	0.944172677843918
GSM1379271	0.0275307632026132	0	0.0590282385206563	0.316813943231322	0	0	0.214639004305174	0.0779144002219161	0	0.0133022609214749	0.0299719877843216	0	0	0.00288275270010659	0.071697012828289	0.10375516096523	0.0221034303339287	0.0204615995623734	0	0.0163551326234745	0	0.0235443127991199	0.001	0.45782791925973	0.888123935125038
GSM1379272	0.0610145968580969	0	0.0317575351636408	0.0231339700777086	0	0.300213610498226	0.00424836482809337	0.0678146370133304	0.0147622011215015	0	0.000835779580826487	0.00936087440107188	0	0.124023171292418	0.0404824224752894	0.028720334429523	0.105239261501586	0	0.188393240758687	0	0	0	0.001	0.391949164942246	0.919774605986921
GSM1379273	0.0576437332337022	0	0.00596881738842918	0.00533546035204786	0	0.218532723453191	0	0	0.0660873929019724	0.0606180527608868	0.00344098150941385	0.00952005064882255	0	0.0707424866015774	0.0679196370549913	0.248092519622918	0.011071946335319	0.0202631483167082	0.15476304982002	0	0	0	0.01	0.288503383954606	0.965538951613727
GSM1379274	0.036321163364315	0	0	0.407680054887057	0	0	0.0432547496009393	0.0762567730420255	0.0252015348040074	0.146269516782711	0	0.0223472080113369	0	0.0537768785239674	0.0898733264487658	0.00434213869836563	0.0213030954059052	0.0168489602271673	0	0.0565246002034359	0	0	0	0.466645603988795	0.893052103659536
GSM1379275	0.0175562738044025	0	0.078957882524721	0.0533734831156938	0	0.0968553705794334	0.0369739865445272	0.0694474888521769	0	0	0	0.0305292815141058	0.00754446264878454	0.159119760504259	0.0398429823971306	0.116026002536015	0.0678124299787206	0.11114686937251	0.0884406591654549	0	0	0.0263730664620647	0.00900000000000001	0.297083448756719	0.959761108539038
GSM1379276	0.145614561053952	0	0.087970149917588	0.0928857835347758	0.0100426808833849	0.131171479224677	0.022448800940418	0	0.0165358309542227	0	0.0828887278324843	0	0.0109006434069712	0.0451769238531982	0.0336967499313682	0.0179572170256456	0.0471735167854971	0.0281444550313811	0.0958228055586312	0.0861730362873441	0	0.0453966377784604	0	0.50503290258174	0.868602329578964
GSM1379277	0.0344528324599802	0.0120352953792889	0.0318409590085857	0.15298815966798	0	0	0.158396592658993	0.0547448086791053	0.0425585760731931	0	0.0214896927494744	0.0105533354602842	0.0025666844006524	0.166609654632658	0.126245968885996	0.0802080363793743	0.0381071876441718	0.000147836451105946	0	0.0353282134618396	0	0.0317261660073176	0.00700000000000001	0.314100690902613	0.957622391195825
GSM1379278	0.112796807510687	0	0.0683195320193666	0.125100212236288	0	0.01040483874533	0.0218650436726053	0.010211107241872	0.0478032435715345	0	0	0.0076951322269359	0	0.173254861294972	0.0612349193057526	0.139485059155241	0.01569257952272	0.0336733593167519	0.170797073273746	0	0	0.00166623090619723	0.052	0.17163246581439	1.01101488064647
GSM1379279	0.0473915973286081	0	0.011428694744127	0.13923958577474	0	0.0602165924412274	0.0177200237231597	0.0176425203581329	0	0	0.0139304478650323	0	0.00137499728581195	0.176670418573732	0.0464960840573933	0.0718487795004885	0.0494758966028354	0.0327631060770438	0	0.160965695925285	0	0.152835559742382	0.002	0.370888819049166	0.936365479915095
GSM1379280	0.0687346180331899	0	0.0765295788408935	0.104946021560932	0	0.0615049967948634	0.0494617970415429	0.00768624394287053	0.0380573273343606	0	0.0463465387706336	0	0	0.142789123427828	0.149355837952488	0.0744522417819375	0	0.0682764647807277	0	0.0551995093738626	0	0.0566597003638697	0.00900000000000001	0.293367203735036	0.97023104564562
GSM1379281	0.0133861175844768	0	0.0831770000382442	0.201542904224018	0	0.0357726166025561	0.0758169986679821	0	0	0.057922937995483	0	0.00106997641110765	0.121539944790223	0.0748831141227517	0.137834731265381	0.121425416300331	0.0163249861650585	0.0080152530023848	0.027598195326327	0.00985228383227825	0	0.0138375236713981	0	0.466291243732586	0.884041598831583
GSM1379282	0.043801321554436	0	0	0.136079800790349	0	0.0718402446209306	0.199355338681691	0.0797905415661036	0	0.00392748942461202	0.0491944903577621	0.0167124232506904	0	0.0361054134461603	0.104338863671569	0.116017307940326	0.0068556068192658	0.0300572589382765	0	0.0636582166909373	0	0.0422656822468903	0.00700000000000001	0.316964383413282	0.957620344738888
GSM1379283	0.0129256911366846	0.000193380615008261	0	0.0752317902075442	0	0.114802628102683	0.0206523377152098	0	0.0156536558972053	0	0	0.0143527511437724	0.0129261550775757	0.0663221979224921	0.0465654271857612	0.425976304987633	0.0691191364410756	0	0.0982744149670037	0	0	0.0270041286003516	0	0.526614685461612	0.850762546543302
GSM1379284	0	0	0.0610854691240799	0.188306935424708	0	0.204020535670391	0	0	0.0905414013634063	0	0	0.0248037619686699	0	0.0756306117263955	0.0391572871844862	0.138883744008445	0.0818369008851849	0.0251246094310619	0.050987249060289	0.0111241237409324	0	0.00849737041195045	0.056	0.161985530606982	1.02266946201398
