Mixture	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM387927	0.017845866616678	0	0.0150251657087986	0.295367532948236	0	0	0.0456090397346507	0.0744969338885764	0.00617032314836248	0	0	0.182982229927491	0	0.0890462392009339	0.150165529424295	0.0669516586412303	0	0	0	0.0260572860496533	0	0.0302821947110943	0.001	0.401555080520404	0.937153004361686
GSM387928	0.0170226458592428	0	0.116019870786728	0.188380786767546	0	0	0.172053286575721	0.0529793105876626	0	0	0.0543689576348327	0	0	0.229411882218772	0.08063673317414	0.0661356286834249	0	0.010816355381908	0	0	0	0.0121745423300218	0	0.562315967181219	0.835488304873162
GSM387929	0.0737840629538154	0	0.0927660984912742	0.0942891970776396	0	0.0995429885700596	0.0151902530836971	0.0135715226133896	0.00586750321616184	0.0272628603576113	0	0	0	0.109071819760185	0.163743416075388	0.118119334988641	0.0124505892776513	0.00817189403525235	0.136022633818531	0	0	0.0301458256807017	0	0.463051769336014	0.885837054001473
GSM387930	0.00773221932822038	0	0.0578386752566486	0.142053469454971	0	0.085948336612934	0.176597882707158	0.0444938659772443	0	0.0250382079836909	0.0490436971996523	0	0	0.154143338479376	0.0779000368783172	0.0855070164817641	0.0509046869646092	0	0	0.0407075592791573	0	0.00209100739625712	0.003	0.359084319543808	0.935519494282206
GSM387931	0.159295024782357	0	0.0541162427770327	0.0680110276878976	0	0.0813512821427038	0.00331396295415155	0.057809438596152	0	0.0459923849380455	0.021134974155483	0	0.00903187110814174	0.0597474573353072	0.0423885962935229	0.183656897676059	0	0.108014414333159	0.0605315748283973	0	0	0.0456048503915898	0	0.462148360253316	0.88837521508893
GSM387932	0.0894907752153156	0	0.14526883603149	0.0948204557187023	0	0.110434801642802	0.0134286143721914	0.101870254678685	0.0328910495422462	0	0.0126173447290135	0	0	0.125288185108471	0.0853533264366691	0.0498938794305876	0.00902013613876605	0.0204925150277418	0	0.088116600645056	0	0.0210132252822613	0.004	0.346601369351648	0.938647027919979
GSM387933	0.0190019460897856	0	0.14659114563442	0.116393983728692	0	0.193222668180935	0.00783349523269654	0	0	0.0693910094528229	0	0	0	0	0.0665509902505002	0.163321359794596	0.0265623079891845	0.016266158364765	0.151586642503114	0	0.0232782927784882	0	0.002	0.378363197224412	0.925068908320164
GSM387934	0.0303037185646929	0.0101078931209275	0.052124566463401	0.180380618633313	0	0.0404626230596106	0.0420808441679907	0.0907684377920423	0.0337870438774946	0.0730151130344608	0	0	0	0.0947203602983536	0.0417004226918818	0.0505491568490395	0.095863276310881	0.0639531085609693	0	0.0195254579397331	0	0.0806573586352078	0	0.510804175023657	0.862994167808575
GSM387935	0.0670006811010161	0	0.098630723854171	0.209969851568544	0	0.116326720510425	0.0689655089571562	0.0199490677963194	0.0324139364918482	0	0	0	0.00282678119492789	0.105386039609431	0.0636814068308412	0.0271147888180306	0.0348788400901184	0.0338486625131858	0.109143835604486	0	0	0.00986315505949824	0.004	0.349733688332809	0.937256923309668
GSM387936	0.0229668464512759	0	0.106398121089077	0.155836973968067	0	0.0998912766694797	0.031099119541526	0.0499295791469408	0	0.0204420251963607	0.0107576875353861	0	0.0232887772249683	0	0.0587117668019352	0.155872496574098	0	0.0680133038653134	0.100393551932288	0.0636594987423636	0	0.0327389752609201	0.00900000000000001	0.293628425993341	0.960147831190748
GSM387937	0.0260967810417643	0	0.0301949852570435	0.228133702807519	0	0.0650488713235418	0	0	0	0.0232670135608006	0	0.0370562192997441	0	0.0338276358506033	0.121525989136124	0.13862913579057	0.0317139931920856	0.00867168683629213	0.255833985903912	0	0	0	0	0.524809750217233	0.852652369168804
GSM387938	0.0357965450930385	0	0.0679419844931217	0.296227961299102	0	0.124076791693778	0.0492130252340764	0	0	0	0	0.0428383796217621	0.0058022326687489	0.0667131182076952	0.076283794709112	0.0410248141904301	0.0733909591069925	0.00110058672513219	0.0964864521611846	0	0	0.0231033547958264	0.001	0.403571080905135	0.914863450286664
GSM387939	0.176291363340492	0.00333901283082848	0.0801888425199386	0.200509112409588	0	0.146608400955939	0.0466351818240938	0.0653067159193461	0	0	0.00238703556862809	0	0.015996476738766	0.0638191137166323	0.0282064451918234	0.0163763913126541	0.0148459415013873	0.020033633867674	0.0679613261307054	0.0514950061715036	0	0	0.001	0.423856524446651	0.905028855086794
GSM387940	0.0968388451726408	0	0.0326464952330525	0.274099374628244	0	0.0449381506490299	0.00997116462058663	0.00861121876325333	0	0.036212845346259	0	0.0202501806239455	0	0.0761669425161072	0.104597756756585	0.169851487773663	0.0156427882524569	0.00742903478157161	0.101390236314455	0.00135347856814904	0	0	0	0.572609684344258	0.828743045140509
GSM387941	0	0	0.018491899619144	0.0508508574731493	0	0.00578951920967509	0.0262603397225203	0.0494628548800502	0.0192813052208266	0.018412152185999	0.0283500853730641	0	0	0.316730927710619	0.111637489435281	0.117055713634677	0.0133635288335828	0	0	0.197037153640163	0	0.0272761730612489	0.002	0.367465760197179	0.95264816171223
GSM387942	0.0555252874339012	0	0.0843829308245322	0.173751587376392	0	0.166709488701559	0.0328579970310728	0.0305660257302722	0.00779442218458262	0	0	0.0042723533255152	0	0	0.0861716830199947	0.178409181953158	0.048442813070978	0.0729491156886229	0	0.0308346615923737	0	0.027332452067046	0.028	0.204560637723824	1.00122337919108
GSM387943	0.0914170100849848	0	0.047390054649904	0.247727864433723	0	0.0220404190565264	0	0.083523040561055	0.0110268762952491	0	0	0.0426419247027428	0	0.0522927007251491	0.144125315633691	0.168716983602853	0.0157210023893128	0	0.0733768078648089	0	0	0	0	0.509712001415797	0.861104952495973
GSM387944	0.121640604188236	0.0296783528444562	0.0426792850133558	0.214607592295703	0	0.141020823030044	0	0.0599404346886554	0.0479324087396872	0	0	0.00784124627920942	0	0.0994867117503462	0.0449798218628531	0.0165589575394769	6.47924629122451e-05	0.0336177936371787	0	0.139951175667886	0	0	0.004	0.349514905176667	0.943068773231604
GSM387945	0.0702844918587909	0	0.0236458587705046	0.0302660024646292	0	0.106220692420738	0.0580705594488523	0.0357526448641973	0	0.0133978780953273	0.0338000395768623	0	0.00600733994850833	0.279210256523341	0.0912232625461826	0.0817197551236237	0	0.029900163757846	0	0.111302647456127	0	0.0291984071444703	0.001	0.413810989110891	0.912608066141566
GSM387946	0.148706472005453	0.0179159235115924	0.163427232101564	0.183822971526519	0	0.0178682494923441	0.04961813343981	0.0450511619855454	0	0.0444659920486713	0.0121443687819032	0	0	0.0967490419683108	0.0920673960968684	0.0419643182528821	0.00353082215304676	0.014635726743245	0.0338532330963993	0.0208572778896011	0	0.0133216789062446	0	0.581183663957601	0.833762948996431
GSM387947	0.0902404601447658	0.00240080442231429	0	0.219208943465091	0	0.063497605822405	0.103499691443859	0.0116494720259893	0.0122168941118893	0.0839797436254526	0.00311260728531942	0	0	0.0515716269670618	0.100810366601668	0.0984724265783107	0	0.0444214489596495	0.0151767178667188	0.0762293790446344	0	0.0235118116348711	0	0.523948280274131	0.852801087224294
GSM387948	0.0088425011630121	0.00488179299647934	0.127033312067378	0.183057370900901	0	0.0478737423393294	0.0588869524672374	0.0231858039431707	0.00171712803751742	0.110602586089471	0	0	0	0.120401778576855	0.0596929885816834	0.0945802556234727	0	0.0427002361433114	0.0617460317302841	0.0281330005208149	0	0.026664518819081	0.001	0.454250646307239	0.890892031511138
GSM387949	0	0	0.190471434464979	0.0848137266683127	0	0.227061323219599	0	0	0.0427521411017163	0.0575239440066204	0	0	0	0.0972146420921252	0.0609718321612588	0.0149282818955977	0.114789780929962	0.00585071010601039	0.0836179558053664	0.00446414679853471	0	0.0155400807499179	0.022	0.222667859437977	0.986892281110622
GSM387950	0.103526686099327	0	0.0324018840407153	0.274297764268845	0	0	0.0652160701242269	0.0391584979671587	0.0437288193210041	0.0887336564307246	0	0	0	0.131873553495658	0.17926526005968	0.021306442854671	0.00504578970676106	0	0.015445575631229	0	0	0	0	0.667016587148593	0.758610607916297
GSM387951	0.0580094241844019	0	0.165010456679303	0.120833048414203	0	0.0762221057191312	0.0698235145580257	0.0480378658393312	0.00514890936257472	0.0575925780935423	0	0.0342772304126002	0	0.0394365191193164	0.106588669680086	0.039388610755818	0.0179509917694658	0.0260795073258532	0.135600568086348	0	0	0	0.229	0.0867844171374859	1.04272509457467
GSM387952	0.0337080690585698	0	0	0.231436226170404	0	0	0.0533771805556931	0.0997673952683166	0.0367026092393413	0	0	0.133739595821213	0	0.206074820844566	0.0848928945745708	0.0360879111992757	0.0188606091883865	0.00203047306360239	0.0633222150160599	0	0	0	0.011	0.270959939236047	0.991970488579954
GSM387953	0.0420906133021683	0.0288225258579282	0	0.183656580014723	0	0.0295623641569003	0.125047733507575	0.0414190410404596	0.007627993011161	0.0842991731780164	0.00872028653184673	0	0.00409063084377538	0.045506842711645	0.12221202170873	0.161617028488466	0.0782002477667785	0.0130512692983001	0.0109465943941101	0.00623239034857349	0	0.00689666383884222	0.001	0.42129181270549	0.906471894934525
GSM387954	0.0394506495039213	0	0	0.139115612819825	0	0.027866034779878	0.0104967407961063	0.0481163392121015	0.127665864683149	0.0155982835662313	0	0.00369106176749869	0	0.2143110437867	0.0765797267836822	0.0893032050277034	0.0241596622120458	0.0696428957356109	0.110731465466005	0	0	0.00327141385954232	0.001	0.452581656366317	0.890789371469473
GSM387955	0.0440404364325794	0	0	0.165174566206489	0	0.0767557122853338	0	0.172650909370702	0.00787897395007542	0.00438368471598964	0.0298005941813558	0	0.0194312756650865	0.0490768179331756	0.12344778443979	0.0856739697642254	0.118889969495154	0	0	0.0894003326234249	0.0133949729366188	0	0.053	0.167949037739345	1.02536167242279
GSM387956	0.0124197541753704	0.0156381025242246	0.0125816271800103	0.0252116567720756	0	0.253234546347706	0	0.0587104426279268	0.0238172648782858	0	0.00614815420779599	0.00298518469525333	0.00627906909707658	0.0568877365059095	0.0200185888426631	0.236425428630692	0.0936394728617563	0.0331682665400997	0.116064016931116	0.0267706871820382	0	0	0.00700000000000001	0.312489349900691	0.954677482506751
GSM387957	0.0280297922941178	0	0.00404348789298234	0.143638046277489	0	0.102118600906075	0	0.0222047711659199	0.0864129111274732	0	0.0175256027420551	0	0.00443393951471527	0.0295366728865796	0.00329887454592227	0.109452743984375	0.0438461758063513	0.0202332179184257	0.338252048135392	0.0469731148021275	0	0	0.001	0.403606615544386	0.917416284083817
GSM387958	0	0.0191711459181331	0.131310793025951	0.106205996267846	0	0.0546381622756034	0.0640637692516088	0.0881043306072857	0.02486978070099	0.0169876529948674	0	0.0280015760153176	0	0.0261074182801574	0.0563899360510687	0.192853772287119	0.139441296643682	0.0140296783473775	0	0.0309462785964956	0	0.00687841273649698	0.363	0.059077216737716	1.04848667313823
GSM387959	0.0134221138536599	0	0.0270599614742953	0.324838884994968	0	0	0.238811795853702	0	0	0.0594704549779343	0	0	0	0.101307024224536	0.0836504692175248	0.108976955561017	0.0233129601326779	0	0.015938461681599	0	0	0.00321091802808498	0.001	0.415217434648096	0.910731059144865
GSM387960	0.0217741203698076	0	0.00353556634083908	0.01992069479666	0	0.205704934520332	0	0.00756613237951954	0	0.0225583105862702	0.00091375009823758	0	0	0	0.0924377732800658	0.209265927705789	0.0123062343056426	0	0.397314009301636	0	0	0.00670254631520069	0.00600000000000001	0.327728428813594	0.957998671631323
GSM387961	0.121252020149301	0	0	0.324182264521541	0	0.00919077878279012	0.0291415397532786	0.0162933116501575	0.0301028359415532	0.0149101845011947	0	0.0243242234522906	0	0.0784547087984764	0.168460721129945	0.0839751386610906	0.00762915402382675	0	0.0920831186345541	0	0	0	0	0.651781444967834	0.77287150076263
GSM387962	0.0497771590014491	0	0.0329543691891282	0.184758619803555	0	0.0706267343566445	0.0631713953276308	0.0242133109868874	0.0071622279746271	0.0243323367528611	0.0147552871886768	0	0	0.0490443295903361	0.167651079298578	0.0949629590720758	0.0745035132314896	0.00305672186136547	0.131874144023247	0	0	0.00715581234144863	0	0.545456566073848	0.842881523001627
GSM387963	0.0253996343430348	0	0.207463030331452	0.164778248328789	0	0	0.0594522859729582	0.024594501635976	0.0326966659364703	0	0	0.00255472327117875	0	0.111799920575623	0.144908479479509	0.0754052134207322	0.053519739718675	0	0.0970266324124702	0	0	0.000400924573130921	0	0.553745532290808	0.847659093642469
GSM387964	0.0328853912338526	0	0.094690001031956	0.125096851477345	0	0	0.157485651617878	0.0984149965471593	0	0.0840259287027822	0	0.0395709801154311	0	0.0243922658626204	0.0659662740388049	0.158670561204315	0.0115529339919905	0.0548199826384087	0.0524281815374569	0	0	0	0.001	0.441019796505594	0.897120701073752
GSM387965	0.0728584914214568	0	0.0139395256396236	0	0	0.232464384582864	0	0.0452017609011425	0.0246545335476081	0	0.0106574392125372	0	0	0.263850864300653	0.0804394131051854	0.101810638175407	0.00505376193586452	0.04587337697992	0.00265465085295736	0.0879180072326894	0	0.0126231521120918	0.001	0.433726825918744	0.901440718102507
GSM387966	0.0590620958971793	0	0.0326327801393117	0.132188871911126	0	0.215020262776503	0.0718954547407006	0.015052268600579	0.0597099196685333	0	0.0239737183995287	0	0	0.138959185476565	0.0261962657376899	0.0282608467739554	0.00375316228633039	0.042958316219286	0.0758376090476093	0.0713015474846463	0	0.00319769484045707	0.112	0.130107584636426	1.03712232104481
GSM387967	0.0638911991839574	0	0.277455839293933	0.123492471395089	0	0.110910394575705	0.0182784136300864	0	0	0.0289150618298457	0.0446484541200766	0	0	0.122608060253143	0	0.0590860299010835	0	0.0563216030689104	0.0120787272007722	0.0615079362282234	0	0.0208058093191747	0	0.570704168797661	0.847524597179094
GSM387968	0.0499824068472182	0	0.0188091203293732	0.222696446948648	0	0.0022769082511674	0.0544172506292407	0.115736161487735	0	0	0	0	0	0.0969235557291452	0.135229696795271	0.10384488292846	0.0367175813701407	0.0168127527272503	0	0.125264450897479	0	0.0212887850588708	0.017	0.246177243641839	0.99342761947478
GSM387969	0.0406256057916096	0.0430997283962788	0.0654326523216217	0.288794813771215	0	0	0.0943870679069843	0.0501992993234733	0.0267435058433786	0.0915242354896771	0.0245284747526094	0	0	0.0935233516446567	0.109096839460871	0.0479087974530188	0.0118090401571244	0	0	0.0123265876874817	0	0	0	0.682286589622298	0.75606466844431
GSM387970	0.0283123551580864	0	0.010426152878046	0	0	0.196097513399825	0.00765126102257469	0.00371672476927726	0	0	0	0.0112619017550648	0	0.226309644481917	0.011247778116164	0.0560422390148947	0.0421413325208512	0.0225517493232944	0	0.103121138269717	0	0.281120209290287	0.018	0.232712748825307	1.03097796568796
GSM387971	0.0309082562267385	0	0.028814934748582	0	0	0.19466449793347	0.0294876825068389	0.0265932267994282	0.0394319396823026	0.0124710815356656	0.070348836703915	0	0	0.256775705932859	0.045219271298044	0.12303275500626	0.0735021613072388	0.0219872406068192	0	0.0287896502505515	0	0.0179727594612863	0.019	0.230026228362009	0.999887811324761
GSM387972	0.072928660837845	0.00919839496613552	0	0.138671040824381	0	0.0300532121699156	0.0163903689382588	0.0637692533054518	0.147752949202872	0	0.00390860417226388	0.00871058293060873	0.00128283501262432	0.216493133933698	0.0664996407866128	0.0425967381133666	0.0268181942745352	0	0	0.15492639053143	0	0	0.069	0.152869690043782	1.03914167090582
GSM387973	0.0707478621330753	0	0.0136657084583499	0.247779835922027	0	0	0.0474515068160777	0.0276925533714304	0	0.0186717785396186	0	0.0137686433125751	0	0.0328801625904516	0.138032992442344	0.188271913993884	0.115790255597242	0	0.0678188223760263	0	0	0.0174279644468979	0.00600000000000001	0.324089166783607	0.952548077064433
GSM387974	0.0407198587111221	0	0	0.487803720719599	0	0	0.0194761176702966	0.0693988770448899	0.0572696891103518	0.0581056536168798	0	0.0331855598168796	0	0.0865873820231158	0.0307129365464017	0.0181427595911382	0.0241393765218576	0.0172230288971617	0	0.0572350397303063	0	0	0.001	0.451804453934152	0.900906072052337
GSM387975	0.0161557122229451	0	0.0504901923347502	0.219169461244668	0	0	0.235749168213181	0.0483194911983984	0	0	0.0246402609057777	0.0687063395299821	0	0.0639642840397305	0.110977857796205	0.0595358221553252	0.0406843850230763	0.00723280519128991	0	0.0436753585198662	0	0.0106988616248038	0.005	0.333705400484131	0.953865540421286
GSM387976	0.0200941933164784	0	0.039889982524594	0.198492108898046	0	0.0593173127814502	0.0408480693031236	0.0360501930587977	0.0119710611735676	0.0209160506966041	0	0	0	0.213075891215973	0.0978531747476658	0.0987774080039834	0.0203463143660003	0.0340068704671683	0	0.0973619970138931	0	0.0109993724326539	0.012	0.257047973345094	0.989761954586836
GSM387977	0.174716750191671	0	0.094404117805537	0.124191211755956	0	0.0614039918049275	0.045505470215211	0.0329830200757089	0	0.0493190939789663	0.00742000958022915	0	0	0.0887709519892004	0.0983300391385513	0.0582848345210957	0.0551785515737361	0.0208364816400294	0.0886554757291797	0	0	0	0.01	0.274739127015883	0.967571727059487
GSM387978	0.0293134146359326	0	0	0.258825471393733	0	0.0682556734147101	0.0115236183309198	0.056043435661227	0	0.108353616825241	0	0.0483331500337824	0	0.026743304955996	0.114612900193807	0.131517747362182	0.034985294657789	0	0.111492372534681	0	0	0	0.001	0.409251087294295	0.916574176051808
GSM387979	0.0579387212658757	0	0	0.290721985218196	0	0.102432957594814	0	0.0981068660640991	0.0139832782737081	0	0	0.0685315176119725	0.0214605215802798	0.0311034759355922	0.111188028496485	0.0967662982382039	0.0327903574147015	0	0.0738081043563209	0.00116788794975138	0	0	0.003	0.364625702676324	0.939730516849646
GSM387980	0.088218313675089	0	0.0717060857055612	0.0722081359884582	0	0.0290728551027623	0.112586149912766	0.0291176826764406	0	0.030454006942724	0	0.0243407317619275	0	0.0647567668328935	0.159677769139747	0.114793977487275	0.0423497725564709	0.00228716373993587	0.115004070000877	0	0	0.0434265184770725	0.011	0.266393413271177	0.975088584266458
GSM387981	0.0220681733582655	0	0	0.0776568656720036	0	0.062999036098942	0.01663615494024	0.0517057483433762	0.0343829717791601	0	0	0.0707480722509383	0	0.204009816769495	0.145682365026837	0.114504839297686	0.0247796254263621	0.00485679668472461	0.146489088053591	0	0	0.0234804462983788	0.00900000000000001	0.303354421693568	0.967889847624923
GSM387982	0.172321678274032	0	0	0.34697251611578	0	0.210039948564861	0.029150855228424	0.0339961670503834	0	0	0	0	0.0165133450819394	0.0184709344387328	0.0783635961174855	0.046990480202532	0.015532559168695	0	0.0287463563304954	0.00290156342663881	0	0	0	0.5126791858721	0.857805379938927
GSM387983	0.034792543076738	0	0.0760691893434329	0.240400352619991	0	0.0243902518575759	0.103555019674327	0.0277327393596366	0.048785728015107	0	0.0301621985134081	0	0	0.138332615476976	0.0602918675784554	0.0600552221945321	0	0.00895525281858753	0.119012956742049	0	0	0.0274640627291832	0.002	0.388739794448378	0.920743368386711
GSM387984	0	0	0.0254873958141357	0.26411616346733	0	0	0.159755335137382	0.0262923534135504	0.0145957642164282	0	0.0595531421120615	0	0	0.1298963993788	0.00724032274419945	0.0570892653635466	0	0.0321079659405795	0	0.205763356557709	0	0.0181025358542785	0.00800000000000001	0.306105023312416	0.972017722212723
GSM387985	0.0254077884490253	0	0	0.097602253676734	0	0.151339646865878	0.0374381771737691	0	0.0359331727108224	0	0.0543199300160307	0	0.0134429855197326	0.154816586048304	0.0718493268013819	0.115391636860402	0.019216422064454	0.00710387662406102	0.191018647509468	0.0162032592890575	0	0.00891629039088012	0.017	0.242094509880509	0.987513571839702
GSM387986	0.0792550275190507	0	0.134758361564411	0.150298491500779	0	0.108941311934882	0	0.0970227126121243	0.0310809716963309	0	0	0.0234545234592823	0.00809660170760474	0.0904743295533374	0.0613626205783685	0.0652850260126074	0.0446362449518424	0	0	0.10533377690938	0	0	0.146	0.114058920885472	1.03465501317721
GSM387987	0.06377259017916	0	0.0185437500459245	0.110633601972339	0	0	0.0107055212248947	0.0918455365129421	0.0972816065039388	0	0	0.0732295332392859	0	0.25716606654345	0.0811549732989258	0.132605448979605	0.0186620264378971	0	0.0384615839129673	0	0	0.00593776114866979	0.087	0.140352784883666	1.04357111626402
GSM1523727	0.0296976041463432	0.00388901059277659	0.0330353079432269	0.203582647304298	0	0.239579373472612	0	0.00958450825477348	0.0493994781821408	0	0.00197204391437152	0	0	0	0.0477236729563301	0.155832953167659	0.0154111106522567	0.0215204810321121	0.0820155994211501	0.0541634116554506	0	0.0525927973044987	0.024	0.216020414704408	1.00179034823219
GSM1523728	0.0124820748046844	0.014565520516394	0	0.137326695428204	0	0.120187889453621	0.0176529788595941	0.0440434546019182	0.022648808091753	0	0	0.0895350147432589	0	0.116303603627658	0.103087573015594	0.0897872028966836	0.00734624206810199	0.0326797262237051	0	0.108169786406871	0.00916496706296546	0.0750184621989928	0.001	0.394305306566867	0.924166680520673
GSM1523729	0.0222938261245942	0	0	0.0902844359881489	0	0.228712816652895	0.0120117528235209	0.0408283003675725	0.0126866557853897	0.00872639256918168	0	0	0	0.0313723210574428	0.0703386400268597	0.0826456140274865	0.0810501344338255	0.026419157077198	0.238569395340047	0	0.0238940998962246	0.0301664578296124	0.00900000000000001	0.294033991925072	0.963308311149663
GSM1523744	0.050326444634741	0	0	0.176365767740582	0	0.0185302941069438	0.0124098465253944	0.164826456335229	0	0	0.0506489348297688	0	0	0.0704368477886291	0.163124951402423	0.0980989413726023	0.0192272380538511	0.0810995464808356	0	0.0949047307290003	0	0	0.002	0.384517835355702	0.930331209135511
GSM1523745	0.110152365021272	0	0.0485933434761078	0.0718416776864185	0	0.126926330085525	0.0333012502010838	0.0202968891326063	0	0.0026290400185692	0	0	0	0.178274948426182	0.125134050690874	0.156945637669115	0.0131884161924962	0	0	0.0468728215715298	0	0.0658432298282211	0.00700000000000001	0.311887398665982	0.960354758985415
GSM1523746	0.0357949464532595	0	0.0798484498321369	0.186473527178899	0	0.164197547012927	0	0.0804207615289107	0.0114169781579246	0	0	0.00517946765625836	0.00935055725183212	0.0592495858802165	0.0313295087907741	0.0617611340733322	0.0723854134325829	0.0292645995449569	0	0.0801005833975959	0.0542713964272081	0.0389555433811851	0.022	0.219580972482612	0.993592895194676
GSM1523747	0.035783355401119	0	0	0.140363280042422	0	0.120299808102768	0	0.0910543195560867	0.0559476905259123	0.0458415618092698	0	0.00307288873300389	0	0.0204946319376148	0.0829458146408914	0.204620707124556	0.0179520285329177	0.0245337540148848	0	0.085379754056274	0	0.0717104055222785	0.00600000000000001	0.324409616089711	0.953778614556275
GSM1523748	0.0131171817923656	0.020169361331283	0.0611339038088017	0.0860666070004377	0	0.223952020574553	0.00239226295797078	0.00707748897962601	0.00675557753306176	0.0205004061434963	0	0	0	0.00733771044306932	0.0464574081552473	0.179290481366261	0.152526190768286	0	0.151602310291604	0	0.00712294692284944	0.0144981419310872	0	0.479417007418993	0.881674970089233
GSM1523765	0.0396511429089498	0	0.0682328791322827	0.0379084233499088	0	0.190703441769398	0	0.0423949528945467	0.043513967064101	0	0	0	0	0.106887340416089	0.0500864425516638	0.194086528106924	0.112684940257169	0.00348040659625062	0.076737877664797	0.033631657287919	0	0	0.013	0.254017020856815	0.97778801056033
GSM1523768	0.0466397472517953	0	0.0212117397132806	0.0962454719065482	0	0.0839459832836653	0.0398657893656322	0.0156442731764024	0	0.019828210764105	0.00578068609835313	0	0.00358569332977775	0.235811666368393	0.0530361267096834	0.0746319476276449	0	0.0616010813606404	0	0.197788485328586	0.00372566401732043	0.0406574336981714	0	0.556184028223054	0.831561056413816
GSM1523769	0.0687145910330182	0.00392314662882119	0	0.0998148245017886	0	0.0468160320611594	0.0505988682998191	0.0154803970650906	0	0.0477840014119678	0	0	0	0.0983462060325564	0.113629227519329	0.0540834949214375	0.0880811456978451	0	0.312728064827167	0	0	0	0	0.664105188917252	0.777586991007627
GSM1523770	0.0122633942235006	0	0	0.270501613297038	0	0	0.191983310630852	0.0268995063681049	0	0.0847603344373948	0	0.00204545259635295	0	0	0.190141412029611	0.128711310720841	0.00473646920550173	0.00460884224317706	0	0.0458864893647889	0.00128592632028541	0.0361759385625513	0	0.514395374561208	0.857476581641299
GSM1523771	0.0432977620658186	0	0	0.253426607840397	0	0	0.0274553515247058	0.0146007055984533	0	0.196594737160387	0	0.0188116097797525	0	0.0156760371321382	0.13167975088016	0.143599786905867	0.0214064644198598	0	0.0922695690702784	0	0.0262625840644409	0.0149190335577415	0	0.588530469590927	0.81124511010475
GSM1523772	0.00144961652064246	0.0333666773967446	0.066968095033749	0.157727491314781	0	0.136095101752922	0.0351910205659249	0	0	0.0644642846264383	0	0.0195144430762943	0	0.0335892566626812	0.17261002808721	0.0943863003071401	0.00795747835915398	0	0.176680206296319	0	0	0	0	0.505775140849786	0.86241259253799
GSM1523773	0.0378890368817	0	0	0.275558572076183	0	0.107506636745418	0	0.00385748646430464	0	0.155246501814591	0	0.0640596791925798	0	0	0.122487749293448	0.147697447508145	0.00826004779359083	0	0.07743684223004	0	0	0	0.001	0.456902304497524	0.895166860886829
GSM1523774	0.0546882214155203	0	0.252589335565053	0.100918035521761	0	0.313571057546873	0	0.0123306203947492	0	0	0.0345695833790832	0	0.0109947413309141	0	0.0377474534322434	0.0680658037215119	0	0.0172353601700418	0.0455345964103011	0.0492085632721856	0	0.0025466278397616	0.002	0.386968876858773	0.9221129238812
GSM1523775	0.0415089356364723	0	0.0483861848067285	0.190319218505992	0	0.106900297926363	0.0376474782952415	0.0574444107383312	0.0278171399588241	0	0.00131795366639305	0	0	0.144709418810578	0.0652221872538112	0.106219663489805	0.0067398426610415	0.0124772768646474	0	0.14114733511744	0	0.0121426562683313	0.014	0.25225611703457	0.987071813059379
GSM1523776	0.0502668060583872	0	0.0090043053541878	0.243755252018087	0	0	0.125788281065692	0.0880304502100708	0.0347131411474797	0.0172924376010271	0.0490039393066053	0	0	0.0639912570472093	0.19849534213778	0.0561674242604798	0.0114627769537444	0	0.0520285868392487	0	0	0	0	0.496936236315996	0.867375301916502
GSM1523777	0.0200172189393931	0	0.0506641467298883	0.0631175795587715	0	0.294113285638152	0.00441476956640581	0.0484463533071325	0.0378614890602465	0	0.0399292358309237	0	0	0.146222425472821	0.0505782151208327	0.119691936127642	0.013714431148611	0.0104450338462093	0	0.100783879652971	0	0	0.029	0.200970864938516	1.01016849875129
GSM1523778	0.0794992290990668	0	0.000803871184936115	0.0577436892855523	0	0.13488472244461	0.0296810849597643	0	0	0.0471984541343668	0	0	0.00432235090055794	0.207314116569334	0.125410898674659	0.0536187002562879	0.0128170473691951	0.0483873126183419	0.150234666277608	0.000258652056637685	0	0.0478252041690813	0	0.560006080751016	0.833859060501302
GSM1523779	0.0177181891538834	0	0.15552539327901	0.122679927367293	0	0.0240113425590507	0.0626861246874912	0.0138364018840781	0.0198555604240506	0.115557116669891	0	0.0313356295401198	0	0.0842013210838732	0.095719841612502	0.133151487928362	0.0442021857907923	0	0.0795194780196034	0	0	0	0	0.52839884501917	0.857384850520117
GSM1523780	0.0188521616968296	0	0.0301412265827234	0.112800961970178	0	0.10616631384894	0.13011221209492	0	0	0.01273692137665	0.0394514225147614	0	0	0.0934900441523793	0.196006255950412	0.174760108090323	0.0102549423845087	0.0116783475304459	0.0370083024796839	0	0	0.0265407793272448	0	0.502173875784501	0.863975804841944
GSM1523781	0.0436789494334009	0	0.012882156179156	0.115290126256634	0	0.264417078449586	0	0.0363360620227555	0.026080999684789	0	0.00165851615692753	0	0.048473852261918	0.128320969688017	0	0.00961612606824243	0.0445843847195924	0.0916553861144117	0	0.177005392964569	0	0	0.359	0.0602300138207705	1.07718291271672
